[H2(g)](M),[O2(g)](M),[C(g)](M),[N2(g)](M),R_X(M/s),R_Y(M/s),R_Z(M/s),R_W(M/s),R_V(M/s),R_U(M/s)
1.00E+00,5.00E-01,1.00E-01,5.00E+00,5.46E-03,8.86E-02,1.33E-03,3.18E-15,4.92E-04,6.02E-12
1.00E+00,5.00E-01,5.00E-01,1.00E-02,1.37E-01,2.00E-02,1.84E-01,1.23E-09,1.23E-02,2.60E-06
1.00E+00,5.00E-01,5.00E-01,5.00E-02,1.38E-01,4.49E-02,4.17E-01,1.24E-09,1.25E-02,5.81E-06
1.00E+00,5.00E-01,5.00E-01,1.00E-01,1.37E-01,6.35E-02,5.87E-01,1.23E-09,1.27E-02,8.17E-06
1.00E+00,5.00E-01,5.00E-01,5.00E-01,1.39E-01,1.40E-01,1.30E+00,1.25E-09,1.26E-02,1.86E-05
1.00E+00,5.00E-01,5.00E-01,1.00E+00,1.38E-01,2.01E-01,1.87E+00,1.24E-09,1.23E-02,2.60E-05
1.00E+00,5.00E-01,5.00E-01,5.00E+00,1.37E-01,4.47E-01,4.12E+00,1.23E-09,1.24E-02,5.84E-05
1.00E+00,5.00E-01,1.00E+00,1.00E-02,5.50E-01,4.01E-02,5.92E+00,3.14E-07,5.03E-02,2.65E-03
1.00E+00,5.00E-01,1.00E+00,5.00E-02,5.47E-01,8.92E-02,1.32E+01,3.14E-07,4.99E-02,6.00E-03
1.00E+00,5.00E-01,1.00E+00,1.00E-01,5.54E-01,1.26E-01,1.89E+01,3.16E-07,4.97E-02,8.40E-03
1.00E+00,5.00E-01,1.00E+00,5.00E-01,5.55E-01,2.83E-01,4.17E+01,3.18E-07,5.06E-02,1.87E-02
1.00E+00,5.00E-01,1.00E+00,1.00E+00,5.54E-01,3.99E-01,5.89E+01,3.18E-07,5.01E-02,2.69E-02
1.00E+00,5.00E-01,1.00E+00,5.00E+00,5.51E-01,8.96E-01,1.33E+02,3.14E-07,4.95E-02,5.98E-02
1.00E+00,5.00E-01,5.00E+00,1.00E-02,1.37E+01,2.01E-01,1.85E+04,1.24E-01,1.26E+00,2.60E+04
1.00E+00,5.00E-01,5.00E+00,5.00E-02,1.38E+01,4.47E-01,4.18E+04,1.23E-01,1.27E+00,5.88E+04
1.00E+00,5.00E-01,5.00E+00,1.00E-01,1.38E+01,6.37E-01,5.89E+04,1.25E-01,1.25E+00,8.27E+04
1.00E+00,5.00E-01,5.00E+00,5.00E-01,1.38E+01,1.41E+00,1.30E+05,1.23E-01,1.25E+00,1.83E+05
1.00E+00,5.00E-01,5.00E+00,1.00E+00,1.36E+01,1.99E+00,1.86E+05,1.23E-01,1.26E+00,2.59E+05
1.00E+00,5.00E-01,5.00E+00,5.00E+00,1.37E+01,4.43E+00,4.14E+05,1.25E-01,1.24E+00,5.87E+05
1.00E+00,1.00E+00,1.00E-02,1.00E-02,1.10E-04,4.02E-04,8.44E-10,3.19E-23,9.90E-06,7.59E-23
1.00E+00,1.00E+00,1.00E-02,5.00E-02,1.10E-04,8.93E-04,1.87E-09,3.15E-23,9.85E-06,1.68E-22
1.00E+00,1.00E+00,1.00E-02,1.00E-01,1.09E-04,1.27E-03,2.63E-09,3.20E-23,1.00E-05,2.40E-22
1.00E+00,1.00E+00,1.00E-02,5.00E-01,1.11E-04,2.84E-03,5.89E-09,3.16E-23,1.02E-05,5.33E-22
1.00E+00,1.00E+00,1.00E-02,1.00E+00,1.09E-04,3.99E-03,8.37E-09,3.19E-23,1.00E-05,7.51E-22
1.00E+00,1.00E+00,1.00E-02,5.00E+00,1.10E-04,8.92E-03,1.86E-08,3.18E-23,1.01E-05,1.68E-21
1.00E+00,1.00E+00,5.00E-02,1.00E-02,2.75E-03,1.99E-03,2.63E-06,1.23E-17,2.49E-04,7.33E-16
1.00E+00,1.00E+00,5.00E-02,5.00E-02,2.75E-03,4.50E-03,5.84E-06,1.23E-17,2.53E-04,1.63E-15
1.00E+00,1.00E+00,5.00E-02,1.00E-01,2.78E-03,6.34E-03,8.34E-06,1.25E-17,2.47E-04,2.31E-15
1.00E+00,1.00E+00,5.00E-02,5.00E-01,2.74E-03,1.43E-02,1.86E-05,1.23E-17,2.47E-04,5.18E-15
1.00E+00,1.00E+00,5.00E-02,1.00E+00,2.76E-03,2.01E-02,2.64E-05,1.23E-17,2.53E-04,7.41E-15
1.00E+00,1.00E+00,5.00E-02,5.00E+00,2.78E-03,4.50E-02,5.82E-05,1.24E-17,2.54E-04,1.64E-14
1.00E+00,1.00E+00,1.00E-01,1.00E-02,1.10E-02,4.02E-03,8.36E-05,3.19E-15,1.00E-03,7.55E-13
1.00E+00,1.00E+00,1.00E-01,5.00E-02,1.10E-02,8.95E-03,1.86E-04,3.16E-15,9.95E-04,1.70E-12
1.00E+00,1.00E+00,1.00E-01,1.00E-01,1.10E-02,1.27E-02,2.64E-04,3.15E-15,9.99E-04,2.38E-12
1.00E+00,1.00E+00,1.00E-01,5.00E-01,1.11E-02,2.82E-02,5.93E-04,3.18E-15,9.94E-04,5.30E-12
1.00E+00,1.00E+00,1.00E-01,1.00E+00,1.09E-02,4.01E-02,8.48E-04,3.16E-15,1.02E-03,7.62E-12
1.00E+00,1.00E+00,1.00E-01,5.00E+00,1.10E-02,8.99E-02,1.86E-03,3.19E-15,1.00E-03,1.70E-11
1.00E+00,1.00E+00,5.00E-01,1.00E-02,2.74E-01,2.01E-02,2.61E-01,1.25E-09,2.55E-02,7.36E-06
1.00E+00,1.00E+00,5.00E-01,5.00E-02,2.74E-01,4.46E-02,5.90E-01,1.24E-09,2.49E-02,1.66E-05
1.00E+00,1.00E+00,5.00E-01,1.00E-01,2.77E-01,6.29E-02,8.27E-01,1.24E-09,2.46E-02,2.31E-05
1.00E+00,1.00E+00,5.00E-01,5.00E-01,2.74E-01,1.41E-01,1.84E+00,1.24E-09,2.55E-02,5.20E-05
1.00E+00,1.00E+00,5.00E-01,1.00E+00,2.78E-01,2.02E-01,2.64E+00,1.23E-09,2.51E-02,7.29E-05
1.00E+00,1.00E+00,5.00E-01,5.00E+00,2.74E-01,4.45E-01,5.91E+00,1.24E-09,2.46E-02,1.64E-04
1.00E+00,1.00E+00,1.00E+00,1.00E-02,1.11E+00,3.99E-02,8.33E+00,3.16E-07,9.97E-02,7.56E-03
1.00E+00,1.00E+00,1.00E+00,5.00E-02,1.09E+00,8.92E-02,1.87E+01,3.16E-07,1.02E-01,1.69E-02
1.00E+00,1.00E+00,1.00E+00,1.00E-01,1.09E+00,1.26E-01,2.67E+01,3.14E-07,1.01E-01,2.41E-02
1.00E+00,1.00E+00,1.00E+00,5.00E-01,1.10E+00,2.81E-01,5.96E+01,3.14E-07,1.01E-01,5.36E-02
1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.09E+00,4.00E-01,8.45E+01,3.15E-07,9.97E-02,7.61E-02
1.00E+00,1.00E+00,1.00E+00,5.00E+00,1.09E+00,9.01E-01,1.89E+02,3.15E-07,1.01E-01,1.70E-01
1.00E+00,1.00E+00,5.00E+00,1.00E-02,2.75E+01,2.01E-01,2.61E+04,1.24E-01,2.49E+00,7.30E+04
1.00E+00,1.00E+00,5.00E+00,5.00E-02,2.77E+01,4.44E-01,5.92E+04,1.23E-01,2.49E+00,1.63E+05
1.00E+00,1.00E+00,5.00E+00,1.00E-01,2.73E+01,6.28E-01,8.27E+04,1.25E-01,2.52E+00,2.35E+05
1.00E+00,1.00E+00,5.00E+00,5.00E-01,2.74E+01,1.42E+00,1.86E+05,1.24E-01,2.49E+00,5.20E+05
1.00E+00,1.00E+00,5.00E+00,1.00E+00,2.77E+01,2.02E+00,2.60E+05,1.23E-01,2.53E+00,7.38E+05
1.00E+00,1.00E+00,5.00E+00,5.00E+00,2.76E+01,4.44E+00,5.84E+05,1.24E-01,2.49E+00,1.66E+06
1.00E+00,5.00E+00,1.00E-02,1.00E-02,5.47E-04,3.97E-04,1.87E-09,3.16E-23,4.94E-05,8.40E-22
1.00E+00,5.00E+00,1.00E-02,5.00E-02,5.54E-04,9.00E-04,4.21E-09,3.18E-23,5.03E-05,1.90E-21
1.00E+00,5.00E+00,1.00E-02,1.00E-01,5.48E-04,1.26E-03,5.96E-09,3.14E-23,5.03E-05,2.69E-21
1.00E+00,5.00E+00,1.00E-02,5.00E-01,5.47E-04,2.85E-03,1.33E-08,3.18E-23,5.10E-05,6.00E-21
1.00E+00,5.00E+00,1.00E-02,1.00E+00,5.54E-04,4.02E-03,1.87E-08,3.15E-23,5.02E-05,8.38E-21
1.00E+00,5.00E+00,1.00E-02,5.00E+00,5.50E-04,8.89E-03,4.19E-08,3.20E-23,5.08E-05,1.88E-20
1.00E+00,5.00E+00,5.00E-02,1.00E-02,1.39E-02,2.00E-03,5.90E-06,1.24E-17,1.26E-03,8.28E-15
1.00E+00,5.00E+00,5.00E-02,5.00E-02,1.37E-02,4.51E-03,1.32E-05,1.23E-17,1.26E-03,1.82E-14
1.00E+00,5.00E+00,5.00E-02,1.00E-01,1.39E-02,6.28E-03,1.85E-05,1.24E-17,1.25E-03,2.59E-14
1.00E+00,5.00E+00,5.00E-02,5.00E-01,1.38E-02,1.41E-02,4.19E-05,1.24E-17,1.27E-03,5.80E-14
1.00E+00,5.00E+00,5.00E-02,1.00E+00,1.37E-02,2.02E-02,5.91E-05,1.24E-17,1.26E-03,8.24E-14
1.00E+00,5.00E+00,5.00E-02,5.00E+00,1.39E-02,4.45E-02,1.32E-04,1.25E-17,1.27E-03,1.85E-13
1.00E+00,5.00E+00,1.00E-01,1.00E-02,5.46E-02,4.04E-03,1.88E-04,3.19E-15,5.04E-03,8.46E-12
1.00E+00,5.00E+00,1.00E-01,5.00E-02,5.46E-02,8.90E-03,4.22E-04,3.14E-15,4.92E-03,1.89E-11
1.00E+00,5.00E+00,1.00E-01,1.00E-01,5.52E-02,1.28E-02,5.97E-04,3.16E-15,5.08E-03,2.68E-11
1.00E+00,5.00E+00,1.00E-01,5.00E-01,5.47E-02,2.81E-02,1.34E-03,3.19E-15,4.94E-03,5.97E-11
1.00E+00,5.00E+00,1.00E-01,1.00E+00,5.46E-02,3.99E-02,1.89E-03,3.16E-15,4.95E-03,8.35E-11
1.00E+00,5.00E+00,1.00E-01,5.00E+00,5.49E-02,8.97E-02,4.19E-03,3.15E-15,5.00E-03,1.89E-10
1.00E+00,5.00E+00,5.00E-01,1.00E-02,1.38E+00,2.00E-02,5.85E-01,1.24E-09,1.23E-01,8.26E-05
1.00E+00,5.00E+00,5.00E-01,5.00E-02,1.38E+00,4.45E-02,1.30E+00,1.24E-09,1.24E-01,1.83E-04
1.00E+00,5.00E+00,5.00E-01,1.00E-01,1.37E+00,6.26E-02,1.84E+00,1.23E-09,1.27E-01,2.63E-04
1.00E+00,5.00E+00,5.00E-01,5.00E-01,1.39E+00,1.42E-01,4.18E+00,1.24E-09,1.25E-01,5.82E-04
1.00E+00,5.00E+00,5.00E-01,1.00E+00,1.38E+00,2.01E-01,5.88E+00,1.25E-09,1.26E-01,8.19E-04
1.00E+00,5.00E+00,5.00E-01,5.00E+00,1.38E+00,4.51E-01,1.30E+01,1.24E-09,1.26E-01,1.84E-03
1.00E+00,5.00E+00,1.00E+00,1.00E-02,5.55E+00,3.98E-02,1.88E+01,3.18E-07,4.94E-01,8.37E-02
1.00E+00,5.00E+00,1.00E+00,5.00E-02,5.48E+00,8.86E-02,4.18E+01,3.19E-07,5.00E-01,1.90E-01
1.00E+00,5.00E+00,1.00E+00,1.00E-01,5.53E+00,1.28E-01,5.89E+01,3.17E-07,4.92E-01,2.66E-01
1.00E+00,5.00E+00,1.00E+00,5.00E-01,5.52E+00,2.85E-01,1.32E+02,3.14E-07,4.93E-01,5.93E-01
1.00E+00,5.00E+00,1.00E+00,1.00E+00,5.49E+00,4.03E-01,1.89E+02,3.16E-07,5.06E-01,8.43E-01
1.00E+00,5.00E+00,1.00E+00,5.00E+00,5.54E+00,9.03E-01,4.17E+02,3.17E-07,5.03E-01,1.89E+00
1.00E+00,5.00E+00,5.00E+00,1.00E-02,1.39E+02,1.98E-01,5.87E+04,1.23E-01,1.27E+01,8.31E+05
1.00E+00,5.00E+00,5.00E+00,5.00E-02,1.39E+02,4.51E-01,1.31E+05,1.24E-01,1.26E+01,1.86E+06
1.00E+00,5.00E+00,5.00E+00,1.00E-01,1.37E+02,6.32E-01,1.87E+05,1.25E-01,1.25E+01,2.61E+06
1.00E+00,5.00E+00,5.00E+00,5.00E-01,1.38E+02,1.40E+00,4.11E+05,1.24E-01,1.25E+01,5.84E+06
1.00E+00,5.00E+00,5.00E+00,1.00E+00,1.39E+02,1.98E+00,5.82E+05,1.24E-01,1.26E+01,8.18E+06
1.00E+00,5.00E+00,5.00E+00,5.00E+00,1.38E+02,4.48E+00,1.30E+06,1.24E-01,1.27E+01,1.85E+07
5.00E+00,1.00E-02,1.00E-02,1.00E-02,2.74E-05,9.01E-04,5.83E-07,6.21E-17,2.46E-06,2.09E-23
5.00E+00,1.00E-02,1.00E-02,5.00E-02,2.78E-05,2.00E-03,1.30E-06,6.15E-17,2.52E-06,4.75E-23
5.00E+00,1.00E-02,1.00E-02,1.00E-01,2.75E-05,2.85E-03,1.85E-06,6.18E-17,2.51E-06,6.68E-23
5.00E+00,1.00E-02,1.00E-02,5.00E-01,2.73E-05,6.32E-03,4.18E-06,6.19E-17,2.54E-06,1.48E-22
5.00E+00,1.00E-02,1.00E-02,1.00E+00,2.75E-05,8.86E-03,5.83E-06,6.16E-17,2.50E-06,2.13E-22
5.00E+00,1.00E-02,1.00E-02,5.00E+00,2.76E-05,2.01E-02,1.31E-05,6.19E-17,2.49E-06,4.73E-22
5.00E+00,1.00E-02,5.00E-02,1.00E-02,6.86E-04,4.46E-03,1.82E-03,2.41E-11,6.25E-05,2.04E-16
5.00E+00,1.00E-02,5.00E-02,5.00E-02,6.85E-04,9.96E-03,4.12E-03,2.41E-11,6.37E-05,4.57E-16
5.00E+00,1.00E-02,5.00E-02,1.00E-01,6.88E-04,1.40E-02,5.83E-03,2.43E-11,6.22E-05,6.45E-16
5.00E+00,1.00E-02,5.00E-02,5.00E-01,6.85E-04,3.14E-02,1.30E-02,2.42E-11,6.19E-05,1.46E-15
5.00E+00,1.00E-02,5.00E-02,1.00E+00,6.93E-04,4.48E-02,1.83E-02,2.42E-11,6.36E-05,2.07E-15
5.00E+00,1.00E-02,5.00E-02,5.00E+00,6.87E-04,1.00E-01,4.13E-02,2.42E-11,6.22E-05,4.60E-15
5.00E+00,1.00E-02,1.00E-01,1.00E-02,2.78E-03,8.96E-03,5.89E-02,6.15E-09,2.53E-04,2.09E-13
5.00E+00,1.00E-02,1.00E-01,5.00E-02,2.77E-03,1.99E-02,1.30E-01,6.19E-09,2.49E-04,4.73E-13
5.00E+00,1.00E-02,1.00E-01,1.00E-01,2.74E-03,2.82E-02,1.84E-01,6.24E-09,2.47E-04,6.70E-13
5.00E+00,1.00E-02,1.00E-01,5.00E-01,2.73E-03,6.37E-02,4.16E-01,6.17E-09,2.55E-04,1.50E-12
5.00E+00,1.00E-02,1.00E-01,1.00E+00,2.74E-03,8.89E-02,5.88E-01,6.13E-09,2.54E-04,2.12E-12
5.00E+00,1.00E-02,1.00E-01,5.00E+00,2.73E-03,2.02E-01,1.31E+00,6.14E-09,2.51E-04,4.69E-12
5.00E+00,1.00E-02,5.00E-01,1.00E-02,6.94E-02,4.43E-02,1.84E+02,2.40E-03,6.17E-03,2.08E-06
5.00E+00,1.00E-02,5.00E-01,5.00E-02,6.86E-02,9.96E-02,4.07E+02,2.41E-03,6.19E-03,4.61E-06
5.00E+00,1.00E-02,5.00E-01,1.00E-01,6.91E-02,1.42E-01,5.76E+02,2.43E-03,6.18E-03,6.49E-06
5.00E+00,1.00E-02,5.00E-01,5.00E-01,6.92E-02,3.17E-01,1.29E+03,2.42E-03,6.15E-03,1.46E-05
5.00E+00,1.00E-02,5.00E-01,1.00E+00,6.83E-02,4.51E-01,1.85E+03,2.44E-03,6.23E-03,2.07E-05
5.00E+00,1.00E-02,5.00E-01,5.00E+00,6.84E-02,1.00E+00,4.13E+03,2.43E-03,6.36E-03,4.63E-05
5.00E+00,1.00E-02,1.00E+00,1.00E-02,2.73E-01,8.96E-02,5.81E+03,6.19E-01,2.50E-02,2.09E-03
5.00E+00,1.00E-02,1.00E+00,5.00E-02,2.73E-01,2.01E-01,1.32E+04,6.14E-01,2.46E-02,4.71E-03
5.00E+00,1.00E-02,1.00E+00,1.00E-01,2.75E-01,2.84E-01,1.85E+04,6.23E-01,2.47E-02,6.67E-03
5.00E+00,1.00E-02,1.00E+00,5.00E-01,2.75E-01,6.28E-01,4.16E+04,6.16E-01,2.46E-02,1.51E-02
5.00E+00,1.00E-02,1.00E+00,1.00E+00,2.77E-01,9.00E-01,5.82E+04,6.14E-01,2.47E-02,2.11E-02
5.00E+00,1.00E-02,1.00E+00,5.00E+00,2.74E-01,2.00E+00,1.31E+05,6.14E-01,2.52E-02,4.68E-02
5.00E+00,1.00E-02,5.00E+00,1.00E-02,6.91E+00,4.45E-01,1.82E+07,2.44E+05,6.28E-01,2.05E+04
5.00E+00,1.00E-02,5.00E+00,5.00E-02,6.91E+00,9.93E-01,4.08E+07,2.41E+05,6.16E-01,4.58E+04
5.00E+00,1.00E-02,5.00E+00,1.00E-01,6.85E+00,1.43E+00,5.85E+07,2.41E+05,6.33E-01,6.45E+04
5.00E+00,1.00E-02,5.00E+00,5.00E-01,6.85E+00,3.18E+00,1.29E+08,2.40E+05,6.16E-01,1.46E+05
5.00E+00,1.00E-02,5.00E+00,1.00E+00,6.85E+00,4.43E+00,1.82E+08,2.40E+05,6.15E-01,2.07E+05
5.00E+00,1.00E-02,5.00E+00,5.00E+00,6.89E+00,1.00E+01,4.09E+08,2.40E+05,6.21E-01,4.64E+05
5.00E+00,5.00E-02,1.00E-02,1.00E-02,1.38E-04,9.03E-04,1.31E-06,6.13E-17,1.24E-05,2.36E-22
5.00E+00,5.00E-02,1.00E-02,5.00E-02,1.37E-04,1.98E-03,2.94E-06,6.21E-17,1.25E-05,5.23E-22
5.00E+00,5.00E-02,1.00E-02,1.00E-01,1.38E-04,2.80E-03,4.11E-06,6.25E-17,1.27E-05,7.50E-22
5.00E+00,5.00E-02,1.00E-02,5.00E-01,1.39E-04,6.37E-03,9.20E-06,6.19E-17,1.24E-05,1.65E-21
5.00E+00,5.00E-02,1.00E-02,1.00E+00,1.38E-04,8.98E-03,1.32E-05,6.22E-17,1.25E-05,2.37E-21
5.00E+00,5.00E-02,1.00E-02,5.00E+00,1.36E-04,2.02E-02,2.96E-05,6.21E-17,1.23E-05,5.27E-21
5.00E+00,5.00E-02,5.00E-02,1.00E-02,3.46E-03,4.50E-03,4.10E-03,2.41E-11,3.13E-04,2.28E-15
5.00E+00,5.00E-02,5.00E-02,5.00E-02,3.43E-03,1.00E-02,9.13E-03,2.39E-11,3.15E-04,5.17E-15
5.00E+00,5.00E-02,5.00E-02,1.00E-01,3.47E-03,1.43E-02,1.30E-02,2.41E-11,3.14E-04,7.21E-15
5.00E+00,5.00E-02,5.00E-02,5.00E-01,3.47E-03,3.19E-02,2.92E-02,2.40E-11,3.13E-04,1.64E-14
5.00E+00,5.00E-02,5.00E-02,1.00E+00,3.41E-03,4.47E-02,4.09E-02,2.40E-11,3.17E-04,2.28E-14
5.00E+00,5.00E-02,5.00E-02,5.00E+00,3.41E-03,1.01E-01,9.19E-02,2.43E-11,3.12E-04,5.19E-14
5.00E+00,5.00E-02,1.00E-01,1.00E-02,1.36E-02,9.03E-03,1.30E-01,6.14E-09,1.26E-03,2.37E-12
5.00E+00,5.00E-02,1.00E-01,5.00E-02,1.39E-02,2.01E-02,2.96E-01,6.18E-09,1.24E-03,5.27E-12
5.00E+00,5.00E-02,1.00E-01,1.00E-01,1.39E-02,2.81E-02,4.15E-01,6.22E-09,1.24E-03,7.44E-12
5.00E+00,5.00E-02,1.00E-01,5.00E-01,1.38E-02,6.37E-02,9.24E-01,6.20E-09,1.26E-03,1.67E-11
5.00E+00,5.00E-02,1.00E-01,1.00E+00,1.38E-02,8.89E-02,1.31E+00,6.21E-09,1.25E-03,2.37E-11
5.00E+00,5.00E-02,1.00E-01,5.00E+00,1.39E-02,2.00E-01,2.92E+00,6.18E-09,1.23E-03,5.29E-11
5.00E+00,5.00E-02,5.00E-01,1.00E-02,3.42E-01,4.43E-02,4.08E+02,2.40E-03,3.10E-02,2.28E-05
5.00E+00,5.00E-02,5.00E-01,5.00E-02,3.47E-01,1.01E-01,9.18E+02,2.44E-03,3.08E-02,5.18E-05
5.00E+00,5.00E-02,5.00E-01,1.00E-01,3.44E-01,1.42E-01,1.29E+03,2.41E-03,3.16E-02,7.34E-05
5.00E+00,5.00E-02,5.00E-01,5.00E-01,3.47E-01,3.14E-01,2.89E+03,2.42E-03,3.09E-02,1.62E-04
5.00E+00,5.00E-02,5.00E-01,1.00E+00,3.47E-01,4.46E-01,4.10E+03,2.40E-03,3.08E-02,2.29E-04
5.00E+00,5.00E-02,5.00E-01,5.00E+00,3.45E-01,1.00E+00,9.09E+03,2.41E-03,3.17E-02,5.16E-04
5.00E+00,5.00E-02,1.00E+00,1.00E-02,1.37E+00,8.89E-02,1.31E+04,6.17E-01,1.23E-01,2.35E-02
5.00E+00,5.00E-02,1.00E+00,5.00E-02,1.37E+00,2.02E-01,2.96E+04,6.20E-01,1.27E-01,5.31E-02
5.00E+00,5.00E-02,1.00E+00,1.00E-01,1.38E+00,2.85E-01,4.19E+04,6.21E-01,1.24E-01,7.39E-02
5.00E+00,5.00E-02,1.00E+00,5.00E-01,1.39E+00,6.38E-01,9.21E+04,6.20E-01,1.25E-01,1.66E-01
5.00E+00,5.00E-02,1.00E+00,1.00E+00,1.38E+00,8.87E-01,1.30E+05,6.22E-01,1.26E-01,2.35E-01
5.00E+00,5.00E-02,1.00E+00,5.00E+00,1.39E+00,1.99E+00,2.94E+05,6.14E-01,1.26E-01,5.30E-01
5.00E+00,5.00E-02,5.00E+00,1.00E-02,3.42E+01,4.44E-01,4.08E+07,2.41E+05,3.15E+00,2.30E+05
5.00E+00,5.00E-02,5.00E+00,5.00E-02,3.46E+01,1.01E+00,9.13E+07,2.42E+05,3.07E+00,5.16E+05
5.00E+00,5.00E-02,5.00E+00,1.00E-01,3.47E+01,1.41E+00,1.29E+08,2.44E+05,3.12E+00,7.31E+05
5.00E+00,5.00E-02,5.00E+00,5.00E-01,3.44E+01,3.16E+00,2.87E+08,2.40E+05,3.18E+00,1.61E+06
5.00E+00,5.00E-02,5.00E+00,1.00E+00,3.43E+01,4.48E+00,4.11E+08,2.43E+05,3.14E+00,2.31E+06
5.00E+00,5.00E-02,5.00E+00,5.00E+00,3.43E+01,1.00E+01,9.25E+08,2.40E+05,3.10E+00,5.16E+06
5.00E+00,1.00E-01,1.00E-02,1.00E-02,2.76E-04,9.02E-04,1.85E-06,6.20E-17,2.47E-05,6.67E-22
5.00E+00,1.00E-01,1.00E-02,5.00E-02,2.73E-04,1.98E-03,4.14E-06,6.16E-17,2.52E-05,1.48E-21
5.00E+00,1.00E-01,1.00E-02,1.00E-01,2.78E-04,2.82E-03,5.84E-06,6.22E-17,2.54E-05,2.10E-21
5.00E+00,1.00E-01,1.00E-02,5.00E-01,2.74E-04,6.29E-03,1.32E-05,6.23E-17,2.46E-05,4.68E-21
5.00E+00,1.00E-01,1.00E-02,1.00E+00,2.73E-04,9.00E-03,1.85E-05,6.23E-17,2.50E-05,6.73E-21
5.00E+00,1.00E-01,1.00E-02,5.00E+00,2.75E-04,2.00E-02,4.14E-05,6.24E-17,2.54E-05,1.49E-20
5.00E+00,1.00E-01,5.00E-02,1.00E-02,6.93E-03,4.49E-03,5.85E-03,2.43E-11,6.18E-04,6.57E-15
5.00E+00,1.00E-01,5.00E-02,5.00E-02,6.94E-03,9.98E-03,1.30E-02,2.41E-11,6.37E-04,1.46E-14
5.00E+00,1.00E-01,5.00E-02,1.00E-01,6.86E-03,1.42E-02,1.85E-02,2.40E-11,6.30E-04,2.06E-14
5.00E+00,1.00E-01,5.00E-02,5.00E-01,6.88E-03,3.14E-02,4.09E-02,2.40E-11,6.13E-04,4.57E-14
5.00E+00,1.00E-01,5.00E-02,1.00E+00,6.90E-03,4.50E-02,5.81E-02,2.42E-11,6.28E-04,6.51E-14
5.00E+00,1.00E-01,5.00E-02,5.00E+00,6.93E-03,9.92E-02,1.30E-01,2.43E-11,6.20E-04,1.44E-13
5.00E+00,1.00E-01,1.00E-01,1.00E-02,2.77E-02,9.01E-03,1.85E-01,6.23E-09,2.49E-03,6.61E-12
5.00E+00,1.00E-01,1.00E-01,5.00E-02,2.74E-02,1.99E-02,4.18E-01,6.17E-09,2.53E-03,1.50E-11
5.00E+00,1.00E-01,1.00E-01,1.00E-01,2.76E-02,2.81E-02,5.92E-01,6.24E-09,2.55E-03,2.11E-11
5.00E+00,1.00E-01,1.00E-01,5.00E-01,2.73E-02,6.30E-02,1.30E+00,6.18E-09,2.51E-03,4.73E-11
5.00E+00,1.00E-01,1.00E-01,1.00E+00,2.75E-02,8.92E-02,1.87E+00,6.13E-09,2.53E-03,6.71E-11
5.00E+00,1.00E-01,1.00E-01,5.00E+00,2.76E-02,2.01E-01,4.18E+00,6.22E-09,2.51E-03,1.49E-10
5.00E+00,1.00E-01,5.00E-01,1.00E-02,6.84E-01,4.45E-02,5.81E+02,2.40E-03,6.24E-02,6.49E-05
5.00E+00,1.00E-01,5.00E-01,5.00E-02,6.95E-01,1.00E-01,1.29E+03,2.40E-03,6.29E-02,1.46E-04
5.00E+00,1.00E-01,5.00E-01,1.00E-01,6.83E-01,1.40E-01,1.84E+03,2.40E-03,6.34E-02,2.04E-04
5.00E+00,1.00E-01,5.00E-01,5.00E-01,6.89E-01,3.18E-01,4.09E+03,2.43E-03,6.18E-02,4.57E-04
5.00E+00,1.00E-01,5.00E-01,1.00E+00,6.93E-01,4.51E-01,5.78E+03,2.42E-03,6.32E-02,6.55E-04
5.00E+00,1.00E-01,5.00E-01,5.00E+00,6.95E-01,9.95E-01,1.29E+04,2.43E-03,6.36E-02,1.47E-03
5.00E+00,1.00E-01,1.00E+00,1.00E-02,2.78E+00,8.90E-02,1.86E+04,6.13E-01,2.54E-01,6.72E-02
5.00E+00,1.00E-01,1.00E+00,5.00E-02,2.73E+00,2.01E-01,4.18E+04,6.19E-01,2.46E-01,1.50E-01
5.00E+00,1.00E-01,1.00E+00,1.00E-01,2.75E+00,2.85E-01,5.87E+04,6.22E-01,2.48E-01,2.12E-01
5.00E+00,1.00E-01,1.00E+00,5.00E-01,2.78E+00,6.32E-01,1.30E+05,6.17E-01,2.47E-01,4.71E-01
5.00E+00,1.00E-01,1.00E+00,1.00E+00,2.77E+00,8.91E-01,1.85E+05,6.17E-01,2.47E-01,6.64E-01
5.00E+00,1.00E-01,1.00E+00,5.00E+00,2.75E+00,1.99E+00,4.16E+05,6.23E-01,2.49E-01,1.50E+00
5.00E+00,1.00E-01,5.00E+00,1.00E-02,6.85E+01,4.43E-01,5.81E+07,2.40E+05,6.14E+00,6.57E+05
5.00E+00,1.00E-01,5.00E+00,5.00E-02,6.92E+01,9.91E-01,1.29E+08,2.44E+05,6.23E+00,1.44E+06
5.00E+00,1.00E-01,5.00E+00,1.00E-01,6.85E+01,1.40E+00,1.84E+08,2.42E+05,6.30E+00,2.06E+06
5.00E+00,1.00E-01,5.00E+00,5.00E-01,6.82E+01,3.14E+00,4.08E+08,2.40E+05,6.17E+00,4.59E+06
5.00E+00,1.00E-01,5.00E+00,1.00E+00,6.82E+01,4.50E+00,5.82E+08,2.44E+05,6.24E+00,6.50E+06
